Geography,Geographic Area Name,Estimate!!Households!!Median income (dollars)
860Z200US15075,ZCTA5 15075,-
860Z200US15076,ZCTA5 15076,67829
860Z200US15077,ZCTA5 15077,76875
860Z200US15078,ZCTA5 15078,50688
860Z200US15081,ZCTA5 15081,62500
860Z200US15082,ZCTA5 15082,112054
860Z200US15083,ZCTA5 15083,67337
860Z200US15084,ZCTA5 15084,61660
860Z200US15085,ZCTA5 15085,79464
860Z200US15086,ZCTA5 15086,118417
860Z200US15087,ZCTA5 15087,100114
860Z200US15088,ZCTA5 15088,62778
860Z200US15089,ZCTA5 15089,60143
860Z200US15090,ZCTA5 15090,155879
860Z200US15101,ZCTA5 15101,110496
860Z200US15102,ZCTA5 15102,106851
860Z200US15104,ZCTA5 15104,34125
860Z200US15106,ZCTA5 15106,72112
860Z200US15108,ZCTA5 15108,94703
860Z200US15110,ZCTA5 15110,41208
860Z200US15112,ZCTA5 15112,47298
860Z200US15116,ZCTA5 15116,90316
860Z200US15120,ZCTA5 15120,55205
860Z200US15122,ZCTA5 15122,68984
860Z200US15123,ZCTA5 15123,-
860Z200US15126,ZCTA5 15126,95156
860Z200US15129,ZCTA5 15129,90833
860Z200US15131,ZCTA5 15131,68496
860Z200US15132,ZCTA5 15132,32170
860Z200US15133,ZCTA5 15133,66630
860Z200US15135,ZCTA5 15135,80798
860Z200US15136,ZCTA5 15136,62552
860Z200US15137,ZCTA5 15137,51766
860Z200US15139,ZCTA5 15139,89055
860Z200US15140,ZCTA5 15140,34400
860Z200US15142,ZCTA5 15142,104592
860Z200US15143,ZCTA5 15143,125339
860Z200US15144,ZCTA5 15144,58925
860Z200US15145,ZCTA5 15145,47196
860Z200US15146,ZCTA5 15146,78295
860Z200US15147,ZCTA5 15147,64532
860Z200US15148,ZCTA5 15148,38733
860Z200US15201,ZCTA5 15201,86049
860Z200US15202,ZCTA5 15202,65845
860Z200US15203,ZCTA5 15203,71299
860Z200US15204,ZCTA5 15204,54317
860Z200US15205,ZCTA5 15205,70954
860Z200US15206,ZCTA5 15206,69906
860Z200US15207,ZCTA5 15207,56466
860Z200US15208,ZCTA5 15208,59267
860Z200US15209,ZCTA5 15209,80221
860Z200US15210,ZCTA5 15210,50845
860Z200US15211,ZCTA5 15211,75522
860Z200US15212,ZCTA5 15212,61712
860Z200US15213,ZCTA5 15213,31330
860Z200US15214,ZCTA5 15214,59979
860Z200US15215,ZCTA5 15215,89625
860Z200US15216,ZCTA5 15216,81542
860Z200US15217,ZCTA5 15217,91695
860Z200US15218,ZCTA5 15218,67723
860Z200US15219,ZCTA5 15219,32403
860Z200US15220,ZCTA5 15220,78740
860Z200US15221,ZCTA5 15221,55241
860Z200US15222,ZCTA5 15222,111926
860Z200US15223,ZCTA5 15223,58843
860Z200US15224,ZCTA5 15224,65974
860Z200US15225,ZCTA5 15225,59620
860Z200US15226,ZCTA5 15226,77366
860Z200US15227,ZCTA5 15227,73597
860Z200US15228,ZCTA5 15228,131087
860Z200US15229,ZCTA5 15229,81600
860Z200US15232,ZCTA5 15232,66139
860Z200US15233,ZCTA5 15233,71902
860Z200US15234,ZCTA5 15234,75766
860Z200US15235,ZCTA5 15235,62292
860Z200US15236,ZCTA5 15236,87016
860Z200US15237,ZCTA5 15237,108538
860Z200US15238,ZCTA5 15238,124904
860Z200US15239,ZCTA5 15239,101782
860Z200US15241,ZCTA5 15241,144583
860Z200US15243,ZCTA5 15243,111426
860Z200US15260,ZCTA5 15260,-
860Z200US15275,ZCTA5 15275,-
860Z200US15282,ZCTA5 15282,-
860Z200US15290,ZCTA5 15290,-
860Z200US15301,ZCTA5 15301,69275
860Z200US15310,ZCTA5 15310,54375
860Z200US15311,ZCTA5 15311,74167
860Z200US15312,ZCTA5 15312,74375
860Z200US15313,ZCTA5 15313,62500
860Z200US15314,ZCTA5 15314,61895
860Z200US15315,ZCTA5 15315,49229
860Z200US15316,ZCTA5 15316,-
860Z200US15317,ZCTA5 15317,107962
860Z200US15320,ZCTA5 15320,62409
860Z200US15321,ZCTA5 15321,118333
860Z200US15322,ZCTA5 15322,85216
860Z200US15323,ZCTA5 15323,77045
860Z200US15324,ZCTA5 15324,41667
860Z200US15325,ZCTA5 15325,-
860Z200US15327,ZCTA5 15327,68030
860Z200US15329,ZCTA5 15329,90114
860Z200US15330,ZCTA5 15330,110500
860Z200US15331,ZCTA5 15331,59188
860Z200US15332,ZCTA5 15332,68610
860Z200US15333,ZCTA5 15333,79688
860Z200US15334,ZCTA5 15334,93882
860Z200US15337,ZCTA5 15337,67083
860Z200US15338,ZCTA5 15338,66985
860Z200US15340,ZCTA5 15340,94261
860Z200US15341,ZCTA5 15341,83750
860Z200US15342,ZCTA5 15342,89702
860Z200US15344,ZCTA5 15344,75156
860Z200US15345,ZCTA5 15345,54792
860Z200US15346,ZCTA5 15346,47500
860Z200US15347,ZCTA5 15347,-
860Z200US15348,ZCTA5 15348,33264
860Z200US15349,ZCTA5 15349,66094
860Z200US15350,ZCTA5 15350,55580
860Z200US15351,ZCTA5 15351,17774
860Z200US15352,ZCTA5 15352,59375
860Z200US15353,ZCTA5 15353,141136
860Z200US15357,ZCTA5 15357,83750
860Z200US15358,ZCTA5 15358,99250
860Z200US15359,ZCTA5 15359,83009
860Z200US15360,ZCTA5 15360,79931
860Z200US15361,ZCTA5 15361,85208
860Z200US15362,ZCTA5 15362,89375
860Z200US15363,ZCTA5 15363,53775
860Z200US15364,ZCTA5 15364,63833
860Z200US15365,ZCTA5 15365,74375
860Z200US15366,ZCTA5 15366,-
860Z200US15367,ZCTA5 15367,142107
860Z200US15368,ZCTA5 15368,-
860Z200US15370,ZCTA5 15370,65545
860Z200US15376,ZCTA5 15376,81591
860Z200US15377,ZCTA5 15377,69875
860Z200US15378,ZCTA5 15378,-
860Z200US15379,ZCTA5 15379,73750
860Z200US15380,ZCTA5 15380,63281
860Z200US15401,ZCTA5 15401,52051
860Z200US15410,ZCTA5 15410,113255
860Z200US15411,ZCTA5 15411,65789
860Z200US15412,ZCTA5 15412,37813
860Z200US15413,ZCTA5 15413,-
860Z200US15416,ZCTA5 15416,86250
860Z200US15417,ZCTA5 15417,56383
860Z200US15419,ZCTA5 15419,44481
860Z200US15420,ZCTA5 15420,-
860Z200US15421,ZCTA5 15421,"250,000+"
860Z200US15422,ZCTA5 15422,-
860Z200US15423,ZCTA5 15423,70662
860Z200US15424,ZCTA5 15424,48125
860Z200US15425,ZCTA5 15425,53859
860Z200US15427,ZCTA5 15427,60833
860Z200US15428,ZCTA5 15428,66964
860Z200US15429,ZCTA5 15429,53056
860Z200US15430,ZCTA5 15430,62250
860Z200US15431,ZCTA5 15431,57542
860Z200US15432,ZCTA5 15432,83281
860Z200US15433,ZCTA5 15433,45905
860Z200US15434,ZCTA5 15434,66667
860Z200US15435,ZCTA5 15435,-
860Z200US15436,ZCTA5 15436,51667
860Z200US15437,ZCTA5 15437,78686
860Z200US15438,ZCTA5 15438,50800
860Z200US15440,ZCTA5 15440,-
860Z200US15442,ZCTA5 15442,54250
860Z200US15443,ZCTA5 15443,26461
860Z200US15444,ZCTA5 15444,-
860Z200US15445,ZCTA5 15445,52426
860Z200US15446,ZCTA5 15446,-
860Z200US15447,ZCTA5 15447,60298
860Z200US15448,ZCTA5 15448,44348
860Z200US15449,ZCTA5 15449,56406
860Z200US15450,ZCTA5 15450,81750
860Z200US15451,ZCTA5 15451,39148
860Z200US15454,ZCTA5 15454,-
860Z200US15455,ZCTA5 15455,-
860Z200US15456,ZCTA5 15456,46492
860Z200US15458,ZCTA5 15458,67292
860Z200US15459,ZCTA5 15459,54609
860Z200US15460,ZCTA5 15460,36250
860Z200US15461,ZCTA5 15461,50694
860Z200US15462,ZCTA5 15462,-
860Z200US15463,ZCTA5 15463,-
860Z200US15464,ZCTA5 15464,47188
860Z200US15465,ZCTA5 15465,48462
860Z200US15466,ZCTA5 15466,48500
860Z200US15467,ZCTA5 15467,80833
860Z200US15468,ZCTA5 15468,65625
860Z200US15469,ZCTA5 15469,44334
860Z200US15470,ZCTA5 15470,78125
860Z200US15472,ZCTA5 15472,53148
860Z200US15473,ZCTA5 15473,66786
860Z200US15474,ZCTA5 15474,50769
860Z200US15475,ZCTA5 15475,41326
860Z200US15476,ZCTA5 15476,-
860Z200US15477,ZCTA5 15477,70000
860Z200US15478,ZCTA5 15478,71311
860Z200US15479,ZCTA5 15479,68309
860Z200US15480,ZCTA5 15480,43491
860Z200US15482,ZCTA5 15482,40750
860Z200US15483,ZCTA5 15483,48929
860Z200US15484,ZCTA5 15484,96393
860Z200US15486,ZCTA5 15486,66734
860Z200US15488,ZCTA5 15488,-
860Z200US15489,ZCTA5 15489,103125
860Z200US15490,ZCTA5 15490,66429
860Z200US15492,ZCTA5 15492,-
860Z200US15501,ZCTA5 15501,55797
860Z200US15502,ZCTA5 15502,80625
860Z200US15510,ZCTA5 15510,-
860Z200US15520,ZCTA5 15520,-
860Z200US15521,ZCTA5 15521,57353
860Z200US15522,ZCTA5 15522,62679
860Z200US15530,ZCTA5 15530,59318
860Z200US15531,ZCTA5 15531,52955
860Z200US15532,ZCTA5 15532,71250
860Z200US15533,ZCTA5 15533,50221
860Z200US15534,ZCTA5 15534,52826
860Z200US15535,ZCTA5 15535,57208
860Z200US15536,ZCTA5 15536,53750
860Z200US15537,ZCTA5 15537,58300
860Z200US15538,ZCTA5 15538,61667
860Z200US15539,ZCTA5 15539,-
860Z200US15540,ZCTA5 15540,69009
860Z200US15541,ZCTA5 15541,61750
860Z200US15542,ZCTA5 15542,51827
860Z200US15544,ZCTA5 15544,86940
860Z200US15545,ZCTA5 15545,54015
860Z200US15546,ZCTA5 15546,-
860Z200US15547,ZCTA5 15547,61538
860Z200US15550,ZCTA5 15550,53438
860Z200US15551,ZCTA5 15551,71500
860Z200US15552,ZCTA5 15552,65821
860Z200US15554,ZCTA5 15554,62602
860Z200US15555,ZCTA5 15555,73750
860Z200US15557,ZCTA5 15557,59833
860Z200US15558,ZCTA5 15558,69375
860Z200US15559,ZCTA5 15559,68299
860Z200US15560,ZCTA5 15560,38750
860Z200US15561,ZCTA5 15561,56500
860Z200US15562,ZCTA5 15562,81719
860Z200US15563,ZCTA5 15563,59851
860Z200US15564,ZCTA5 15564,49375
860Z200US15565,ZCTA5 15565,-
860Z200US15601,ZCTA5 15601,75369
860Z200US15610,ZCTA5 15610,70397
860Z200US15611,ZCTA5 15611,44083
860Z200US15612,ZCTA5 15612,56842
860Z200US15613,ZCTA5 15613,73600
860Z200US15615,ZCTA5 15615,85542
860Z200US15616,ZCTA5 15616,113363
860Z200US15617,ZCTA5 15617,96250
860Z200US15618,ZCTA5 15618,57353
860Z200US15619,ZCTA5 15619,-
860Z200US15620,ZCTA5 15620,55938
860Z200US15622,ZCTA5 15622,81771
860Z200US15623,ZCTA5 15623,54926
860Z200US15624,ZCTA5 15624,-
860Z200US15625,ZCTA5 15625,78036
860Z200US15626,ZCTA5 15626,67337
860Z200US15627,ZCTA5 15627,56653
860Z200US15628,ZCTA5 15628,60648
860Z200US15629,ZCTA5 15629,55724
860Z200US15631,ZCTA5 15631,57639
860Z200US15632,ZCTA5 15632,94157
860Z200US15633,ZCTA5 15633,109000
860Z200US15634,ZCTA5 15634,46359
860Z200US15635,ZCTA5 15635,31083
860Z200US15636,ZCTA5 15636,151250
860Z200US15637,ZCTA5 15637,69722
860Z200US15638,ZCTA5 15638,-
860Z200US15639,ZCTA5 15639,77354
860Z200US15640,ZCTA5 15640,80729
860Z200US15641,ZCTA5 15641,67344
860Z200US15642,ZCTA5 15642,92975
860Z200US15644,ZCTA5 15644,64555
860Z200US15646,ZCTA5 15646,66486
860Z200US15647,ZCTA5 15647,-
860Z200US15650,ZCTA5 15650,63314
860Z200US15655,ZCTA5 15655,29426
860Z200US15656,ZCTA5 15656,68750
860Z200US15658,ZCTA5 15658,78750
860Z200US15660,ZCTA5 15660,37788
860Z200US15661,ZCTA5 15661,79279
860Z200US15662,ZCTA5 15662,81053
860Z200US15663,ZCTA5 15663,73594
860Z200US15665,ZCTA5 15665,97589
860Z200US15666,ZCTA5 15666,64943
860Z200US15668,ZCTA5 15668,121743
860Z200US15670,ZCTA5 15670,78125
860Z200US15671,ZCTA5 15671,53278
860Z200US15672,ZCTA5 15672,70709
860Z200US15673,ZCTA5 15673,64046
860Z200US15674,ZCTA5 15674,83182
860Z200US15675,ZCTA5 15675,71970
860Z200US15676,ZCTA5 15676,75469
860Z200US15677,ZCTA5 15677,45500
860Z200US15678,ZCTA5 15678,47212
860Z200US15679,ZCTA5 15679,67969
860Z200US15680,ZCTA5 15680,46292
860Z200US15681,ZCTA5 15681,71389
860Z200US15682,ZCTA5 15682,65357
860Z200US15683,ZCTA5 15683,53519
860Z200US15684,ZCTA5 15684,79286
860Z200US15686,ZCTA5 15686,57083
860Z200US15687,ZCTA5 15687,52629
860Z200US15688,ZCTA5 15688,60150
860Z200US15689,ZCTA5 15689,73929
860Z200US15690,ZCTA5 15690,55907
860Z200US15691,ZCTA5 15691,162945
860Z200US15692,ZCTA5 15692,66047
860Z200US15693,ZCTA5 15693,58026
860Z200US15695,ZCTA5 15695,-
860Z200US15696,ZCTA5 15696,66250
860Z200US15697,ZCTA5 15697,59551
860Z200US15698,ZCTA5 15698,46578
860Z200US15701,ZCTA5 15701,56538
860Z200US15705,ZCTA5 15705,-
860Z200US15710,ZCTA5 15710,58125
860Z200US15711,ZCTA5 15711,44375
860Z200US15712,ZCTA5 15712,-
860Z200US15713,ZCTA5 15713,-
860Z200US15714,ZCTA5 15714,49107
860Z200US15715,ZCTA5 15715,54722
860Z200US15716,ZCTA5 15716,31136
860Z200US15717,ZCTA5 15717,63544
860Z200US15720,ZCTA5 15720,68563
860Z200US15721,ZCTA5 15721,43750
860Z200US15722,ZCTA5 15722,67279
860Z200US15723,ZCTA5 15723,-
860Z200US15724,ZCTA5 15724,65625
860Z200US15725,ZCTA5 15725,86167
860Z200US15727,ZCTA5 15727,56875
860Z200US15728,ZCTA5 15728,58628
860Z200US15729,ZCTA5 15729,54522
860Z200US15730,ZCTA5 15730,63482
860Z200US15731,ZCTA5 15731,55392
860Z200US15732,ZCTA5 15732,56146
860Z200US15733,ZCTA5 15733,-
860Z200US15734,ZCTA5 15734,52770
860Z200US15736,ZCTA5 15736,62708
860Z200US15737,ZCTA5 15737,-
860Z200US15738,ZCTA5 15738,46875
860Z200US15739,ZCTA5 15739,68750
860Z200US15741,ZCTA5 15741,87083
860Z200US15742,ZCTA5 15742,51635
860Z200US15744,ZCTA5 15744,109688
860Z200US15745,ZCTA5 15745,63214
860Z200US15746,ZCTA5 15746,39250
860Z200US15747,ZCTA5 15747,54130
860Z200US15748,ZCTA5 15748,65517
860Z200US15750,ZCTA5 15750,-
860Z200US15752,ZCTA5 15752,39125
860Z200US15753,ZCTA5 15753,53625
860Z200US15754,ZCTA5 15754,72750
860Z200US15756,ZCTA5 15756,45625
860Z200US15757,ZCTA5 15757,51328
860Z200US15759,ZCTA5 15759,57250
860Z200US15760,ZCTA5 15760,78125
860Z200US15761,ZCTA5 15761,55250
860Z200US15762,ZCTA5 15762,62500
860Z200US15763,ZCTA5 15763,-
860Z200US15764,ZCTA5 15764,58750
860Z200US15765,ZCTA5 15765,71250
860Z200US15767,ZCTA5 15767,49907
860Z200US15770,ZCTA5 15770,44688
860Z200US15771,ZCTA5 15771,59196
860Z200US15772,ZCTA5 15772,54500
860Z200US15773,ZCTA5 15773,62813
860Z200US15774,ZCTA5 15774,81544
860Z200US15775,ZCTA5 15775,78365
860Z200US15776,ZCTA5 15776,26250
860Z200US15777,ZCTA5 15777,31786
860Z200US15778,ZCTA5 15778,85417
860Z200US15779,ZCTA5 15779,44901
860Z200US15780,ZCTA5 15780,77500
860Z200US15781,ZCTA5 15781,43750
860Z200US15783,ZCTA5 15783,76250
860Z200US15784,ZCTA5 15784,58125
860Z200US15801,ZCTA5 15801,66380
860Z200US15821,ZCTA5 15821,48750
860Z200US15823,ZCTA5 15823,62695
860Z200US15824,ZCTA5 15824,62500
860Z200US15825,ZCTA5 15825,61522
860Z200US15827,ZCTA5 15827,72000
860Z200US15828,ZCTA5 15828,35938
860Z200US15829,ZCTA5 15829,66719
860Z200US15831,ZCTA5 15831,-
860Z200US15832,ZCTA5 15832,40139
860Z200US15834,ZCTA5 15834,47880
860Z200US15840,ZCTA5 15840,55125
860Z200US15841,ZCTA5 15841,27386
860Z200US15845,ZCTA5 15845,65000
860Z200US15846,ZCTA5 15846,77917
860Z200US15847,ZCTA5 15847,84583
860Z200US15848,ZCTA5 15848,62917
860Z200US15849,ZCTA5 15849,59412
860Z200US15851,ZCTA5 15851,60842
860Z200US15853,ZCTA5 15853,60380
860Z200US15856,ZCTA5 15856,61667
860Z200US15857,ZCTA5 15857,64894
860Z200US15860,ZCTA5 15860,67000
860Z200US15861,ZCTA5 15861,76563
860Z200US15863,ZCTA5 15863,65417
860Z200US15864,ZCTA5 15864,61417
860Z200US15865,ZCTA5 15865,37885
860Z200US15866,ZCTA5 15866,78750
860Z200US15868,ZCTA5 15868,61042
860Z200US15870,ZCTA5 15870,58750
860Z200US15901,ZCTA5 15901,27946
860Z200US15902,ZCTA5 15902,42163
860Z200US15904,ZCTA5 15904,65122
860Z200US15905,ZCTA5 15905,70620
860Z200US15906,ZCTA5 15906,39713
860Z200US15909,ZCTA5 15909,59226
860Z200US15920,ZCTA5 15920,73750
860Z200US15921,ZCTA5 15921,50917
860Z200US15922,ZCTA5 15922,-
860Z200US15923,ZCTA5 15923,52347
860Z200US15924,ZCTA5 15924,58333
860Z200US15925,ZCTA5 15925,55750
860Z200US15926,ZCTA5 15926,60972
860Z200US15927,ZCTA5 15927,95375
860Z200US15928,ZCTA5 15928,90156
860Z200US15929,ZCTA5 15929,-
860Z200US15930,ZCTA5 15930,140904
860Z200US15931,ZCTA5 15931,62772
860Z200US15934,ZCTA5 15934,-
860Z200US15935,ZCTA5 15935,65481
860Z200US15936,ZCTA5 15936,57917
860Z200US15937,ZCTA5 15937,58767
860Z200US15938,ZCTA5 15938,66680
860Z200US15940,ZCTA5 15940,86250
860Z200US15942,ZCTA5 15942,86528
860Z200US15943,ZCTA5 15943,51875
860Z200US15944,ZCTA5 15944,70086
860Z200US15945,ZCTA5 15945,-
860Z200US15946,ZCTA5 15946,56602
860Z200US15948,ZCTA5 15948,52845
860Z200US15949,ZCTA5 15949,69375
860Z200US15951,ZCTA5 15951,38821
860Z200US15952,ZCTA5 15952,55859
860Z200US15953,ZCTA5 15953,37277
860Z200US15954,ZCTA5 15954,43190
860Z200US15955,ZCTA5 15955,69125
860Z200US15956,ZCTA5 15956,52679
860Z200US15957,ZCTA5 15957,77750
860Z200US15958,ZCTA5 15958,69265
860Z200US15960,ZCTA5 15960,63359
860Z200US15961,ZCTA5 15961,53472
860Z200US15962,ZCTA5 15962,56750
860Z200US15963,ZCTA5 15963,59256
860Z200US16001,ZCTA5 16001,61325
860Z200US16002,ZCTA5 16002,82676
860Z200US16020,ZCTA5 16020,85625
860Z200US16022,ZCTA5 16022,75625
860Z200US16023,ZCTA5 16023,83704
860Z200US16024,ZCTA5 16024,80000
860Z200US16025,ZCTA5 16025,75000
860Z200US16027,ZCTA5 16027,70000
860Z200US16028,ZCTA5 16028,61250
860Z200US16029,ZCTA5 16029,58306
860Z200US16030,ZCTA5 16030,48750
860Z200US16033,ZCTA5 16033,100606
860Z200US16034,ZCTA5 16034,85750
860Z200US16035,ZCTA5 16035,60385
860Z200US16036,ZCTA5 16036,59911
860Z200US16037,ZCTA5 16037,90078
860Z200US16038,ZCTA5 16038,74868
860Z200US16040,ZCTA5 16040,87891
860Z200US16041,ZCTA5 16041,68750
860Z200US16045,ZCTA5 16045,69750
860Z200US16046,ZCTA5 16046,143987
860Z200US16048,ZCTA5 16048,57500
860Z200US16049,ZCTA5 16049,63295
860Z200US16050,ZCTA5 16050,58558
860Z200US16051,ZCTA5 16051,80642
860Z200US16052,ZCTA5 16052,79438
860Z200US16053,ZCTA5 16053,74342
860Z200US16054,ZCTA5 16054,70250
860Z200US16055,ZCTA5 16055,89112
860Z200US16056,ZCTA5 16056,73527
860Z200US16057,ZCTA5 16057,56285
860Z200US16059,ZCTA5 16059,100169
860Z200US16061,ZCTA5 16061,72500
860Z200US16063,ZCTA5 16063,86533
860Z200US16066,ZCTA5 16066,125390
860Z200US16101,ZCTA5 16101,50481
860Z200US16102,ZCTA5 16102,52480
860Z200US16105,ZCTA5 16105,67256
860Z200US16110,ZCTA5 16110,82938
860Z200US16111,ZCTA5 16111,55833
860Z200US16112,ZCTA5 16112,79821
860Z200US16113,ZCTA5 16113,59625
860Z200US16114,ZCTA5 16114,63750
860Z200US16115,ZCTA5 16115,70033
860Z200US16116,ZCTA5 16116,69046
860Z200US16117,ZCTA5 16117,69982
860Z200US16120,ZCTA5 16120,65288
860Z200US16121,ZCTA5 16121,39412
860Z200US16123,ZCTA5 16123,104750
860Z200US16124,ZCTA5 16124,56597
860Z200US16125,ZCTA5 16125,56851
860Z200US16127,ZCTA5 16127,69842
860Z200US16130,ZCTA5 16130,57171
860Z200US16131,ZCTA5 16131,62989
860Z200US16132,ZCTA5 16132,51346
860Z200US16133,ZCTA5 16133,79813
860Z200US16134,ZCTA5 16134,57798
860Z200US16136,ZCTA5 16136,62411
860Z200US16137,ZCTA5 16137,69975
860Z200US16140,ZCTA5 16140,76193
860Z200US16141,ZCTA5 16141,68375
860Z200US16142,ZCTA5 16142,78750
860Z200US16143,ZCTA5 16143,88452
860Z200US16145,ZCTA5 16145,64500
860Z200US16146,ZCTA5 16146,44736
860Z200US16148,ZCTA5 16148,72680
860Z200US16150,ZCTA5 16150,61638
860Z200US16151,ZCTA5 16151,73958
860Z200US16153,ZCTA5 16153,64625
860Z200US16154,ZCTA5 16154,70441
860Z200US16155,ZCTA5 16155,55179
860Z200US16156,ZCTA5 16156,68510
860Z200US16157,ZCTA5 16157,56582
860Z200US16159,ZCTA5 16159,70482
860Z200US16160,ZCTA5 16160,41841
860Z200US16161,ZCTA5 16161,43625
860Z200US16172,ZCTA5 16172,-
860Z200US16201,ZCTA5 16201,70949
860Z200US16210,ZCTA5 16210,46875
860Z200US16211,ZCTA5 16211,43182
860Z200US16212,ZCTA5 16212,51833
860Z200US16213,ZCTA5 16213,65000
860Z200US16214,ZCTA5 16214,53430
860Z200US16217,ZCTA5 16217,54219
860Z200US16218,ZCTA5 16218,72232
860Z200US16220,ZCTA5 16220,-
860Z200US16222,ZCTA5 16222,61313
860Z200US16223,ZCTA5 16223,58542
860Z200US16224,ZCTA5 16224,77853
860Z200US16226,ZCTA5 16226,61563
860Z200US16228,ZCTA5 16228,64750
860Z200US16229,ZCTA5 16229,74792
860Z200US16230,ZCTA5 16230,46696
860Z200US16232,ZCTA5 16232,58583
860Z200US16233,ZCTA5 16233,89787
860Z200US16235,ZCTA5 16235,80972
860Z200US16236,ZCTA5 16236,-
860Z200US16238,ZCTA5 16238,75714
860Z200US16239,ZCTA5 16239,50218
860Z200US16240,ZCTA5 16240,59722
860Z200US16242,ZCTA5 16242,54727
860Z200US16244,ZCTA5 16244,49091
860Z200US16245,ZCTA5 16245,48750
860Z200US16246,ZCTA5 16246,66250
860Z200US16248,ZCTA5 16248,62425
860Z200US16249,ZCTA5 16249,76042
860Z200US16250,ZCTA5 16250,58971
860Z200US16253,ZCTA5 16253,98542
860Z200US16254,ZCTA5 16254,57250
860Z200US16255,ZCTA5 16255,65357
860Z200US16256,ZCTA5 16256,57847
860Z200US16258,ZCTA5 16258,51125
860Z200US16259,ZCTA5 16259,60326
860Z200US16260,ZCTA5 16260,50104
860Z200US16262,ZCTA5 16262,72019
860Z200US16263,ZCTA5 16263,53000
860Z200US16301,ZCTA5 16301,57368
860Z200US16311,ZCTA5 16311,73750
860Z200US16312,ZCTA5 16312,-
860Z200US16313,ZCTA5 16313,54052
860Z200US16314,ZCTA5 16314,70021
860Z200US16316,ZCTA5 16316,64906
860Z200US16317,ZCTA5 16317,55956
860Z200US16319,ZCTA5 16319,62679
860Z200US16321,ZCTA5 16321,-
860Z200US16322,ZCTA5 16322,23500
860Z200US16323,ZCTA5 16323,62233
860Z200US16326,ZCTA5 16326,83365
860Z200US16327,ZCTA5 16327,70893
860Z200US16328,ZCTA5 16328,45208
860Z200US16329,ZCTA5 16329,68333
860Z200US16331,ZCTA5 16331,-
860Z200US16332,ZCTA5 16332,40375
860Z200US16333,ZCTA5 16333,44500
860Z200US16334,ZCTA5 16334,71364
860Z200US16335,ZCTA5 16335,58531
860Z200US16340,ZCTA5 16340,57813
860Z200US16341,ZCTA5 16341,60260
860Z200US16342,ZCTA5 16342,62227
860Z200US16343,ZCTA5 16343,85139
860Z200US16344,ZCTA5 16344,56250
860Z200US16345,ZCTA5 16345,94722
860Z200US16346,ZCTA5 16346,68804
860Z200US16347,ZCTA5 16347,51806
860Z200US16350,ZCTA5 16350,67813
860Z200US16351,ZCTA5 16351,50625
860Z200US16352,ZCTA5 16352,45417
860Z200US16353,ZCTA5 16353,54674
860Z200US16354,ZCTA5 16354,45642
860Z200US16360,ZCTA5 16360,70833
860Z200US16361,ZCTA5 16361,88750
860Z200US16362,ZCTA5 16362,63750
860Z200US16364,ZCTA5 16364,76953
860Z200US16365,ZCTA5 16365,57694
860Z200US16370,ZCTA5 16370,35179
860Z200US16371,ZCTA5 16371,55075
860Z200US16372,ZCTA5 16372,43750
860Z200US16373,ZCTA5 16373,65529
860Z200US16374,ZCTA5 16374,54688
860Z200US16401,ZCTA5 16401,67976
860Z200US16402,ZCTA5 16402,54783
860Z200US16403,ZCTA5 16403,69539
860Z200US16404,ZCTA5 16404,62130
860Z200US16405,ZCTA5 16405,55938
860Z200US16406,ZCTA5 16406,65559
860Z200US16407,ZCTA5 16407,48962
860Z200US16410,ZCTA5 16410,91250
860Z200US16411,ZCTA5 16411,67000
860Z200US16412,ZCTA5 16412,67659
860Z200US16415,ZCTA5 16415,105604
860Z200US16416,ZCTA5 16416,72731
860Z200US16417,ZCTA5 16417,80410
860Z200US16420,ZCTA5 16420,47321
860Z200US16421,ZCTA5 16421,68088
860Z200US16422,ZCTA5 16422,-
860Z200US16423,ZCTA5 16423,73523
860Z200US16424,ZCTA5 16424,56285
860Z200US16426,ZCTA5 16426,79554
860Z200US16427,ZCTA5 16427,58636
860Z200US16428,ZCTA5 16428,77103
860Z200US16430,ZCTA5 16430,125833
860Z200US16433,ZCTA5 16433,73289
860Z200US16434,ZCTA5 16434,57868
860Z200US16435,ZCTA5 16435,56400
860Z200US16436,ZCTA5 16436,44205
860Z200US16438,ZCTA5 16438,60559
860Z200US16440,ZCTA5 16440,71250
860Z200US16441,ZCTA5 16441,78367
860Z200US16442,ZCTA5 16442,69185
860Z200US16443,ZCTA5 16443,75806
860Z200US16444,ZCTA5 16444,-
860Z200US16475,ZCTA5 16475,-
860Z200US16501,ZCTA5 16501,14579
860Z200US16502,ZCTA5 16502,34649
860Z200US16503,ZCTA5 16503,29108
860Z200US16504,ZCTA5 16504,51988
860Z200US16505,ZCTA5 16505,71370
860Z200US16506,ZCTA5 16506,84021
860Z200US16507,ZCTA5 16507,34474
860Z200US16508,ZCTA5 16508,52361
860Z200US16509,ZCTA5 16509,68880
860Z200US16510,ZCTA5 16510,64938
860Z200US16511,ZCTA5 16511,71644
860Z200US16546,ZCTA5 16546,-
860Z200US16550,ZCTA5 16550,-
860Z200US16563,ZCTA5 16563,-
860Z200US16601,ZCTA5 16601,55504
860Z200US16602,ZCTA5 16602,53097
860Z200US16611,ZCTA5 16611,69167
860Z200US16613,ZCTA5 16613,73056
860Z200US16616,ZCTA5 16616,-
860Z200US16617,ZCTA5 16617,56000
